transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
comp1000350_c0_seq1|m.22503 comp1000350_c0_seq1|g.22503  ,mlei1,_,3,-,-,-,N,-,108,-,-
comp45369_c0_seq1|m.17238 comp45369_c0_seq1|g.17238  ,mlei13276,_,1,hsap1573,mmus448,scer339,Y,PUS1,436,Pus1,PUS2
comp4539_c0_seq1|m.983 comp4539_c0_seq1|g.983  ,mlei13277,_,3,-,-,-,N,-,118,-,-
comp4539_c0_seq2|m.984 comp4539_c0_seq2|g.984  ,mlei13278,_,3,-,-,-,N,-,151,-,-
comp453_c0_seq1|m.122 comp453_c0_seq1|g.122  ,mlei13279,_,2,-,-,-,N,-,112,-,-
comp45405_c0_seq1|m.17239 comp45405_c0_seq1|g.17239  ,mlei13280,_,1,-,-,-,N,-,389,-,-
comp454105_c0_seq1|m.19710 comp454105_c0_seq1|g.19710  ,mlei13281,_,3,-,-,-,N,-,270,-,-
comp4541_c0_seq1|m.985 comp4541_c0_seq1|g.985  ,mlei13282,_,3,-,-,-,N,-,256,-,-
comp4543_c0_seq1|m.986 comp4543_c0_seq1|g.986  ,mlei13283,S,2,-,-,-,N,-,251,-,-
comp4544_c0_seq1|m.987 comp4544_c0_seq1|g.987  ,mlei13284,S,1,-,-,-,N,-,350,-,-
comp454612_c0_seq1|m.19711 comp454612_c0_seq1|g.19711  ,mlei13285,_,5,-,-,-,N,-,253,-,-
comp454620_c0_seq1|m.19712 comp454620_c0_seq1|g.19712  ,mlei13286,_,1,-,-,-,N,-,112,-,-
comp454641_c0_seq1|m.19713 comp454641_c0_seq1|g.19713  ,mlei13287,_,2,-,-,-,N,-,206,-,-
comp4547_c0_seq1|m.989 comp4547_c0_seq1|g.989  ,mlei13288,M,5,-,-,-,N,-,190,-,-
comp454825_c0_seq1|m.19715 comp454825_c0_seq1|g.19715  ,mlei13289,S,3,-,-,-,N,-,262,-,-
comp454879_c0_seq1|m.19716 comp454879_c0_seq1|g.19716  ,mlei13290,_,3,-,-,-,N,-,119,-,-
comp4548_c0_seq1|m.990 comp4548_c0_seq1|g.990  ,mlei13291,_,2,-,-,-,N,-,183,-,-
comp4550_c0_seq1|m.991 comp4550_c0_seq1|g.991  ,mlei13292,S,1,-,-,-,N,-,225,-,-
comp45538_c0_seq1|m.17240 comp45538_c0_seq1|g.17240  ,mlei13293,_,1,-,-,-,N,-,248,-,-
comp4555_c0_seq1|m.992 comp4555_c0_seq1|g.992  ,mlei13294,_,2,-,-,-,N,-,331,-,-
comp4556_c0_seq1|m.993 comp4556_c0_seq1|g.993  ,mlei13295,_,2,-,-,-,N,-,481,-,-
comp4557_c0_seq1|m.995 comp4557_c0_seq1|g.995  ,mlei13296,_,5,-,-,-,N,-,190,-,-
comp4558_c0_seq1|m.997 comp4558_c0_seq1|g.997  ,mlei13297,_,2,-,-,-,N,-,380,-,-
comp4558_c0_seq2|m.998 comp4558_c0_seq2|g.998  ,mlei13298,_,2,-,-,-,N,-,380,-,-
comp455_c0_seq1|m.123 comp455_c0_seq1|g.123  ,mlei13299,_,4,-,-,-,N,-,468,-,-
comp4560_c0_seq1|m.999 comp4560_c0_seq1|g.999  ,mlei13300,_,3,-,-,-,N,-,160,-,-
comp456301_c0_seq1|m.19718 comp456301_c0_seq1|g.19718  ,mlei13301,M,4,-,-,-,N,-,535,-,-
comp45645_c0_seq1|m.17241 comp45645_c0_seq1|g.17241  ,mlei13302,_,2,-,-,-,N,-,751,-,-
comp456544_c0_seq1|m.19720 comp456544_c0_seq1|g.19720  ,mlei13303,S,1,-,-,-,N,-,107,-,-
comp456576_c0_seq1|m.19721 comp456576_c0_seq1|g.19721  ,mlei13304,_,2,-,-,-,N,-,115,-,-
comp4565_c0_seq1|m.1002 comp4565_c0_seq1|g.1002  ,mlei13305,_,3,-,-,-,N,-,220,-,-
comp456613_c0_seq1|m.19722 comp456613_c0_seq1|g.19722  ,mlei13306,M,5,-,-,-,N,-,112,-,-
comp45670_c0_seq1|m.17242 comp45670_c0_seq1|g.17242  ,mlei13307,S,3,-,-,-,N,-,137,-,-
comp4568_c0_seq1|m.1003 comp4568_c0_seq1|g.1003  ,mlei13308,_,3,-,-,-,N,-,252,-,-
comp4569_c0_seq1|m.1004 comp4569_c0_seq1|g.1004  ,mlei13309,S,2,-,-,-,N,-,115,-,-
comp4570_c0_seq1|m.1005 comp4570_c0_seq1|g.1005  ,mlei13310,_,3,-,-,-,N,-,440,-,-
comp457121_c0_seq1|m.19723 comp457121_c0_seq1|g.19723  ,mlei13311,_,1,-,-,-,N,-,153,-,-
comp457154_c0_seq1|m.19724 comp457154_c0_seq1|g.19724  ,mlei13312,M,5,-,-,-,N,-,219,-,-
comp4571_c0_seq1|m.1006 comp4571_c0_seq1|g.1006  ,mlei13313,_,1,-,-,-,N,-,297,-,-
comp45743_c0_seq1|m.17243 comp45743_c0_seq1|g.17243  ,mlei13314,_,4,-,-,-,N,-,108,-,-
comp457441_c0_seq1|m.19725 comp457441_c0_seq1|g.19725  ,mlei13315,S,1,-,-,-,N,-,122,-,-
comp457564_c0_seq1|m.19726 comp457564_c0_seq1|g.19726  ,mlei13316,_,2,-,-,-,N,-,152,-,-
comp4575_c0_seq1|m.1007 comp4575_c0_seq1|g.1007  ,mlei13317,S,3,-,-,-,N,-,265,-,-
comp4577_c0_seq1|m.1008 comp4577_c0_seq1|g.1008  ,mlei13318,S,2,-,-,-,N,-,360,-,-
comp457900_c0_seq1|m.19728 comp457900_c0_seq1|g.19728  ,mlei13319,_,1,-,-,-,N,-,163,-,-
comp457975_c0_seq1|m.19729 comp457975_c0_seq1|g.19729  ,mlei13320,_,5,-,-,-,N,-,187,-,-
comp4579_c0_seq1|m.1010 comp4579_c0_seq1|g.1010  ,mlei13321,_,4,-,-,-,N,-,328,-,-
comp458064_c0_seq1|m.19730 comp458064_c0_seq1|g.19730  ,mlei13322,_,3,-,-,-,N,-,107,-,-
comp458073_c0_seq1|m.19731 comp458073_c0_seq1|g.19731  ,mlei13323,_,2,-,-,-,N,-,122,-,-
comp458400_c0_seq1|m.19732 comp458400_c0_seq1|g.19732  ,mlei13324,_,1,-,-,-,N,-,237,-,-
comp458527_c0_seq1|m.19733 comp458527_c0_seq1|g.19733  ,mlei13325,M,5,-,-,-,N,-,184,-,-
comp458543_c0_seq1|m.19734 comp458543_c0_seq1|g.19734  ,mlei13326,_,2,-,-,-,N,-,143,-,-
comp458647_c0_seq1|m.19735 comp458647_c0_seq1|g.19735  ,mlei13327,_,1,-,-,-,N,-,201,-,-
comp4586_c0_seq1|m.1011 comp4586_c0_seq1|g.1011  ,mlei13328,_,3,-,-,-,N,-,636,-,-
comp458774_c0_seq1|m.19736 comp458774_c0_seq1|g.19736  ,mlei13329,_,1,-,-,-,N,-,354,-,-
comp4587_c0_seq1|m.1012 comp4587_c0_seq1|g.1012  ,mlei13330,_,2,-,-,-,N,-,932,-,-
comp458933_c0_seq1|m.19737 comp458933_c0_seq1|g.19737  ,mlei13331,_,4,-,-,-,N,-,152,-,-
comp458968_c0_seq1|m.19738 comp458968_c0_seq1|g.19738  ,mlei13332,_,2,-,-,-,N,-,111,-,-
comp459037_c0_seq1|m.19739 comp459037_c0_seq1|g.19739  ,mlei13333,_,2,-,-,-,N,-,211,-,-
comp459165_c0_seq1|m.19740 comp459165_c0_seq1|g.19740  ,mlei13334,M,3,-,-,-,Y,-,548,-,-
comp459279_c0_seq1|m.19743 comp459279_c0_seq1|g.19743  ,mlei13335,_,2,-,-,-,N,-,122,-,-
comp45964_c0_seq1|m.17246 comp45964_c0_seq1|g.17246  ,mlei13336,S,2,-,-,-,N,-,260,-,-
comp45964_c0_seq1|m.17245 comp45964_c0_seq1|g.17245  ,mlei13337,_,3,-,-,-,N,-,326,-,-
comp45965_c0_seq1|m.17248 comp45965_c0_seq1|g.17248  ,mlei13338,_,3,-,-,-,N,-,380,-,-
comp459788_c0_seq1|m.19744 comp459788_c0_seq1|g.19744  ,mlei13339,_,1,-,-,-,N,-,137,-,-
comp459945_c0_seq1|m.19745 comp459945_c0_seq1|g.19745  ,mlei13340,S,1,-,-,-,N,-,122,-,-
comp459985_c0_seq1|m.19746 comp459985_c0_seq1|g.19746  ,mlei13341,_,5,-,-,-,N,-,196,-,-
comp460012_c0_seq1|m.19748 comp460012_c0_seq1|g.19748  ,mlei13342,_,2,-,-,-,N,-,175,-,-
comp4600_c0_seq1|m.1014 comp4600_c0_seq1|g.1014  ,mlei13343,_,1,-,-,-,N,-,136,-,-
comp460143_c0_seq1|m.19750 comp460143_c0_seq1|g.19750  ,mlei13344,_,1,-,-,-,N,-,125,-,-
comp46027_c0_seq1|m.17249 comp46027_c0_seq1|g.17249  ,mlei13345,_,1,-,-,-,N,-,349,-,-
comp460364_c0_seq1|m.19751 comp460364_c0_seq1|g.19751  ,mlei13346,_,2,-,-,-,N,-,114,-,-
comp460546_c0_seq1|m.19752 comp460546_c0_seq1|g.19752  ,mlei13347,_,4,-,-,-,N,-,111,-,-
comp4606_c0_seq1|m.1015 comp4606_c0_seq1|g.1015  ,mlei13348,_,1,-,-,-,N,-,389,-,-
comp4607_c0_seq1|m.1016 comp4607_c0_seq1|g.1016  ,mlei13349,_,3,-,-,-,N,-,371,-,-
comp460841_c0_seq1|m.19753 comp460841_c0_seq1|g.19753  ,mlei13350,_,3,-,-,-,N,-,400,-,-
comp460966_c0_seq1|m.19755 comp460966_c0_seq1|g.19755  ,mlei13351,_,3,-,-,-,N,-,206,-,-
comp4609_c0_seq1|m.1017 comp4609_c0_seq1|g.1017  ,mlei13352,_,1,-,-,-,N,-,309,-,-
comp461407_c0_seq1|m.19756 comp461407_c0_seq1|g.19756  ,mlei13353,_,2,-,-,-,N,-,107,-,-
comp461527_c0_seq1|m.19757 comp461527_c0_seq1|g.19757  ,mlei13354,_,2,-,-,-,N,-,176,-,-
comp461594_c0_seq1|m.19758 comp461594_c0_seq1|g.19758  ,mlei13355,_,4,-,-,-,N,-,186,-,-
comp4615_c0_seq1|m.1018 comp4615_c0_seq1|g.1018  ,mlei13356,_,1,-,-,-,N,-,421,-,-
comp4615_c0_seq2|m.1020 comp4615_c0_seq2|g.1020  ,mlei13357,_,2,-,-,-,N,-,143,-,-
comp461666_c0_seq1|m.19759 comp461666_c0_seq1|g.19759  ,mlei13358,_,1,-,-,-,N,-,151,-,-
comp461677_c0_seq1|m.19760 comp461677_c0_seq1|g.19760  ,mlei13359,_,3,-,-,-,N,-,367,-,-
comp461700_c0_seq1|m.19761 comp461700_c0_seq1|g.19761  ,mlei13360,_,5,-,-,-,N,-,128,-,-
comp461788_c0_seq1|m.19763 comp461788_c0_seq1|g.19763  ,mlei13361,_,2,-,-,-,N,-,175,-,-
comp46182_c0_seq1|m.17250 comp46182_c0_seq1|g.17250  ,mlei13362,_,2,-,-,-,N,-,312,-,-
comp4618_c0_seq1|m.1021 comp4618_c0_seq1|g.1021  ,mlei13363,_,3,-,-,-,N,-,173,-,-
comp46195_c0_seq1|m.17251 comp46195_c0_seq1|g.17251  ,mlei13364,_,4,-,-,-,N,-,526,-,-
comp46196_c0_seq1|m.17253 comp46196_c0_seq1|g.17253  ,mlei13365,S,5,-,-,-,N,-,153,-,-
comp462190_c0_seq1|m.19764 comp462190_c0_seq1|g.19764  ,mlei13366,_,1,-,-,-,N,-,153,-,-
comp462206_c0_seq1|m.19765 comp462206_c0_seq1|g.19765  ,mlei13367,_,1,-,-,-,N,-,248,-,-
comp462427_c0_seq1|m.19766 comp462427_c0_seq1|g.19766  ,mlei13368,_,2,-,-,-,N,-,155,-,-
comp462657_c0_seq1|m.19767 comp462657_c0_seq1|g.19767  ,mlei13369,_,1,-,-,-,N,-,149,-,-
comp462697_c0_seq1|m.19768 comp462697_c0_seq1|g.19768  ,mlei13370,_,1,-,-,-,N,-,308,-,-
comp462945_c0_seq1|m.19769 comp462945_c0_seq1|g.19769  ,mlei13371,_,3,-,-,-,N,-,187,-,-
comp4629_c0_seq1|m.1022 comp4629_c0_seq1|g.1022  ,mlei13372,M,5,-,-,-,N,-,157,-,-
comp4630_c0_seq1|m.1023 comp4630_c0_seq1|g.1023  ,mlei13373,_,3,-,-,-,N,-,163,-,-
comp4632_c0_seq1|m.1024 comp4632_c0_seq1|g.1024  ,mlei13374,_,3,-,-,-,N,-,204,-,-
comp463546_c0_seq1|m.19770 comp463546_c0_seq1|g.19770  ,mlei13375,_,2,-,-,-,N,-,281,-,-
comp464205_c0_seq1|m.19772 comp464205_c0_seq1|g.19772  ,mlei13376,_,3,-,-,-,N,-,165,-,-
comp464254_c0_seq1|m.19773 comp464254_c0_seq1|g.19773  ,mlei13377,_,2,-,-,-,N,-,531,-,-
comp4642_c0_seq1|m.1026 comp4642_c0_seq1|g.1026  ,mlei13378,_,1,-,-,-,N,-,688,-,-
comp464411_c0_seq1|m.19774 comp464411_c0_seq1|g.19774  ,mlei13379,M,4,-,-,-,N,-,164,-,-
comp4645_c0_seq1|m.1027 comp4645_c0_seq1|g.1027  ,mlei13380,_,5,-,-,-,N,-,480,-,-
comp464698_c0_seq1|m.19775 comp464698_c0_seq1|g.19775  ,mlei13381,_,1,-,-,-,N,-,180,-,-
comp4647_c0_seq1|m.1028 comp4647_c0_seq1|g.1028  ,mlei13382,_,1,-,-,-,N,-,346,-,-
comp464_c0_seq1|m.125 comp464_c0_seq1|g.125  ,mlei13383,S,5,-,-,-,N,-,175,-,-
comp4650_c0_seq1|m.1029 comp4650_c0_seq1|g.1029  ,mlei13384,_,5,-,-,-,N,-,460,-,-
comp465131_c0_seq1|m.19776 comp465131_c0_seq1|g.19776  ,mlei13385,S,1,-,-,-,N,-,109,-,-
comp465212_c0_seq1|m.19777 comp465212_c0_seq1|g.19777  ,mlei13386,S,1,-,-,-,N,-,126,-,-
comp4653_c0_seq1|m.1030 comp4653_c0_seq1|g.1030  ,mlei13387,_,4,-,-,-,N,-,268,-,-
comp46544_c0_seq1|m.17254 comp46544_c0_seq1|g.17254  ,mlei13388,S,3,-,-,-,N,-,427,-,-
comp465451_c0_seq1|m.19778 comp465451_c0_seq1|g.19778  ,mlei13389,_,1,-,-,-,N,-,223,-,-
comp465550_c0_seq1|m.19779 comp465550_c0_seq1|g.19779  ,mlei13390,_,2,-,-,-,N,-,436,-,-
comp465663_c0_seq1|m.19780 comp465663_c0_seq1|g.19780  ,mlei13391,_,3,-,-,-,N,-,104,-,-
comp465836_c0_seq1|m.19781 comp465836_c0_seq1|g.19781  ,mlei13392,_,1,-,-,-,N,-,125,-,-
comp465940_c0_seq1|m.19782 comp465940_c0_seq1|g.19782  ,mlei13393,_,2,-,-,-,N,-,115,-,-
comp46597_c0_seq1|m.17255 comp46597_c0_seq1|g.17255  ,mlei13394,_,5,-,-,-,N,-,209,-,-
comp466023_c0_seq1|m.19783 comp466023_c0_seq1|g.19783  ,mlei13395,S,4,-,-,-,N,-,153,-,-
comp466103_c0_seq1|m.19784 comp466103_c0_seq1|g.19784  ,mlei13396,_,4,-,-,-,N,-,116,-,-
comp466488_c0_seq1|m.19785 comp466488_c0_seq1|g.19785  ,mlei13397,_,2,-,-,-,N,-,241,-,-
comp4664_c0_seq1|m.1032 comp4664_c0_seq1|g.1032  ,mlei13398,M,2,hsap672,mmus1435,-,Y,CDC25C,367,Cdc25c,-
comp4665_c0_seq1|m.1033 comp4665_c0_seq1|g.1033  ,mlei13399,_,1,-,-,-,N,-,609,-,-
comp4667_c0_seq1|m.1034 comp4667_c0_seq1|g.1034  ,mlei13400,_,3,-,-,-,N,-,585,-,-
comp4668_c0_seq1|m.1035 comp4668_c0_seq1|g.1035  ,mlei13401,S,1,-,-,-,N,-,376,-,-
comp46694_c0_seq1|m.17256 comp46694_c0_seq1|g.17256  ,mlei13402,_,2,-,-,-,N,-,269,-,-
comp466967_c0_seq1|m.19786 comp466967_c0_seq1|g.19786  ,mlei13403,_,4,-,-,-,N,-,127,-,-
comp4669_c0_seq1|m.1036 comp4669_c0_seq1|g.1036  ,mlei13404,S,4,-,-,-,N,-,111,-,-
comp46703_c0_seq1|m.17257 comp46703_c0_seq1|g.17257  ,mlei13405,_,1,-,-,-,N,-,705,-,-
comp4670_c0_seq1|m.1037 comp4670_c0_seq1|g.1037  ,mlei13406,S,5,-,-,-,N,-,101,-,-
comp4671_c0_seq1|m.1038 comp4671_c0_seq1|g.1038  ,mlei13407,S,1,-,-,-,N,-,160,-,-
comp467280_c0_seq1|m.19787 comp467280_c0_seq1|g.19787  ,mlei13408,M,5,-,-,-,N,-,174,-,-
comp46728_c0_seq1|m.17258 comp46728_c0_seq1|g.17258  ,mlei13409,_,3,-,-,-,N,-,436,-,-
comp46731_c0_seq1|m.17259 comp46731_c0_seq1|g.17259  ,mlei13410,_,3,-,-,-,N,-,327,-,-
comp467413_c0_seq1|m.19788 comp467413_c0_seq1|g.19788  ,mlei13411,_,2,-,-,-,N,-,235,-,-
comp4675_c0_seq1|m.1040 comp4675_c0_seq1|g.1040  ,mlei13412,_,1,-,-,-,N,-,293,-,-
comp4677_c0_seq1|m.1041 comp4677_c0_seq1|g.1041  ,mlei13413,_,4,-,-,-,N,-,508,-,-
comp4677_c0_seq2|m.1042 comp4677_c0_seq2|g.1042  ,mlei13414,_,5,-,-,-,N,-,130,-,-
comp4678_c0_seq1|m.1043 comp4678_c0_seq1|g.1043  ,mlei13415,_,1,-,-,-,N,-,550,-,-
comp4683_c0_seq1|m.1045 comp4683_c0_seq1|g.1045  ,mlei13416,_,2,-,-,-,N,-,530,-,-
comp468734_c0_seq1|m.19789 comp468734_c0_seq1|g.19789  ,mlei13417,_,1,-,-,-,N,-,237,-,-
comp4688_c0_seq1|m.1046 comp4688_c0_seq1|g.1046  ,mlei13418,_,1,-,-,-,N,-,718,-,-
comp469188_c0_seq1|m.19790 comp469188_c0_seq1|g.19790  ,mlei13419,_,2,-,-,-,N,-,200,-,-
comp4691_c0_seq1|m.1048 comp4691_c0_seq1|g.1048  ,mlei13420,_,1,-,-,-,N,-,162,-,-
comp469343_c0_seq1|m.19791 comp469343_c0_seq1|g.19791  ,mlei13421,_,3,-,-,-,N,-,131,-,-
comp4693_c0_seq1|m.1050 comp4693_c0_seq1|g.1050  ,mlei13422,_,1,-,-,-,N,-,132,-,-
comp469493_c0_seq1|m.19792 comp469493_c0_seq1|g.19792  ,mlei13423,S,3,-,-,-,N,-,221,-,-
comp4694_c0_seq1|m.1051 comp4694_c0_seq1|g.1051  ,mlei13424,S,5,-,-,-,N,-,365,-,-
comp46951_c0_seq1|m.17260 comp46951_c0_seq1|g.17260  ,mlei13425,_,4,-,-,-,N,-,199,-,-
comp46958_c0_seq1|m.17262 comp46958_c0_seq1|g.17262  ,mlei13426,S,1,-,-,-,N,-,233,-,-
comp46960_c0_seq1|m.17263 comp46960_c0_seq1|g.17263  ,mlei13427,_,3,-,-,-,N,-,236,-,-
comp4701_c0_seq1|m.1053 comp4701_c0_seq1|g.1053  ,mlei13428,M,3,-,-,-,Y,-,379,-,-
comp470249_c0_seq1|m.19793 comp470249_c0_seq1|g.19793  ,mlei13429,_,1,-,-,-,N,-,112,-,-
comp470668_c0_seq1|m.19794 comp470668_c0_seq1|g.19794  ,mlei13430,_,2,-,-,-,N,-,286,-,-
comp47069_c0_seq1|m.17264 comp47069_c0_seq1|g.17264  ,mlei13431,_,1,-,-,-,N,-,167,-,-
comp4706_c0_seq1|m.1055 comp4706_c0_seq1|g.1055  ,mlei13432,_,3,-,-,-,N,-,446,-,-
comp47077_c0_seq1|m.17265 comp47077_c0_seq1|g.17265  ,mlei13433,M,2,hsap1767,mmus1387,-,Y,MRPL28,216,Mrpl28,-
comp4707_c0_seq1|m.1058 comp4707_c0_seq1|g.1058  ,mlei13434,S,1,-,-,-,N,-,359,-,-
comp470910_c0_seq1|m.19795 comp470910_c0_seq1|g.19795  ,mlei13435,_,2,-,-,-,N,-,345,-,-
comp47100_c0_seq1|m.17266 comp47100_c0_seq1|g.17266  ,mlei13436,_,2,-,-,-,N,-,357,-,-
comp471067_c0_seq1|m.19796 comp471067_c0_seq1|g.19796  ,mlei13437,_,3,-,-,-,N,-,262,-,-
comp4710_c0_seq1|m.1059 comp4710_c0_seq1|g.1059  ,mlei13438,_,5,-,-,-,N,-,520,-,-
comp4711_c0_seq1|m.1061 comp4711_c0_seq1|g.1061  ,mlei13439,_,2,-,-,-,N,-,296,-,-
comp4712_c0_seq1|m.1062 comp4712_c0_seq1|g.1062  ,mlei13440,_,1,-,-,-,N,-,549,-,-
comp471669_c0_seq1|m.19797 comp471669_c0_seq1|g.19797  ,mlei13441,S,1,-,-,-,N,-,115,-,-
comp472120_c0_seq1|m.19798 comp472120_c0_seq1|g.19798  ,mlei13442,_,2,-,-,-,N,-,211,-,-
comp472184_c0_seq1|m.19799 comp472184_c0_seq1|g.19799  ,mlei13443,_,5,-,-,-,N,-,164,-,-
comp4721_c0_seq1|m.1063 comp4721_c0_seq1|g.1063  ,mlei13444,_,2,-,-,-,N,-,359,-,-
comp4722_c0_seq1|m.1064 comp4722_c0_seq1|g.1064  ,mlei13445,_,2,-,-,-,N,-,243,-,-
comp47257_c0_seq1|m.17267 comp47257_c0_seq1|g.17267  ,mlei13446,_,2,-,-,-,N,-,278,-,-
comp47272_c0_seq1|m.17268 comp47272_c0_seq1|g.17268  ,mlei13447,_,2,-,-,-,N,-,435,-,-
comp472_c0_seq1|m.126 comp472_c0_seq1|g.126  ,mlei13448,_,1,-,-,-,N,-,120,-,-
comp47301_c0_seq1|m.17269 comp47301_c0_seq1|g.17269  ,mlei13449,S,1,-,-,-,N,-,499,-,-
comp47319_c0_seq1|m.17270 comp47319_c0_seq1|g.17270  ,mlei13450,_,3,-,-,-,N,-,267,-,-
comp473248_c0_seq1|m.19800 comp473248_c0_seq1|g.19800  ,mlei13451,_,1,-,-,-,N,-,198,-,-
comp4732_c0_seq1|m.1065 comp4732_c0_seq1|g.1065  ,mlei13452,_,2,-,-,-,N,-,210,-,-
comp4734_c0_seq1|m.1066 comp4734_c0_seq1|g.1066  ,mlei13453,S,1,-,-,-,N,-,226,-,-
comp473779_c0_seq1|m.19802 comp473779_c0_seq1|g.19802  ,mlei13454,_,1,-,-,-,N,-,179,-,-
comp473860_c0_seq1|m.19803 comp473860_c0_seq1|g.19803  ,mlei13455,_,1,-,-,scer211,Y,-,116,-,DIN7
comp47391_c0_seq1|m.17271 comp47391_c0_seq1|g.17271  ,mlei13456,S,2,-,-,-,N,-,323,-,-
comp473937_c0_seq1|m.19804 comp473937_c0_seq1|g.19804  ,mlei13457,_,3,-,-,-,N,-,111,-,-
comp473989_c0_seq1|m.19805 comp473989_c0_seq1|g.19805  ,mlei13458,_,1,-,-,-,N,-,204,-,-
comp47412_c0_seq1|m.17273 comp47412_c0_seq1|g.17273  ,mlei13459,_,2,-,-,-,N,-,158,-,-
comp474159_c0_seq1|m.19806 comp474159_c0_seq1|g.19806  ,mlei13460,_,2,-,-,-,N,-,121,-,-
comp474164_c0_seq1|m.19807 comp474164_c0_seq1|g.19807  ,mlei13461,_,2,-,-,-,N,-,110,-,-
comp47428_c0_seq1|m.17274 comp47428_c0_seq1|g.17274  ,mlei13462,_,1,-,-,-,N,-,563,-,-
comp474399_c0_seq1|m.19808 comp474399_c0_seq1|g.19808  ,mlei13463,_,1,-,-,-,N,-,895,-,-
comp474450_c0_seq1|m.19814 comp474450_c0_seq1|g.19814  ,mlei13464,_,5,-,-,-,N,-,303,-,-
comp4745_c0_seq1|m.1067 comp4745_c0_seq1|g.1067  ,mlei13465,_,3,-,-,-,N,-,402,-,-
comp4746_c0_seq1|m.1069 comp4746_c0_seq1|g.1069  ,mlei13466,S,1,-,-,-,N,-,154,-,-
comp474896_c0_seq1|m.19815 comp474896_c0_seq1|g.19815  ,mlei13467,M,5,-,-,-,N,-,291,-,-
comp4748_c0_seq1|m.1070 comp4748_c0_seq1|g.1070  ,mlei13468,_,3,-,-,-,N,-,237,-,-
comp474935_c0_seq1|m.19816 comp474935_c0_seq1|g.19816  ,mlei13469,_,1,-,-,-,N,-,113,-,-
comp47503_c0_seq1|m.17275 comp47503_c0_seq1|g.17275  ,mlei13470,_,3,-,-,-,N,-,100,-,-
comp47525_c0_seq1|m.17276 comp47525_c0_seq1|g.17276  ,mlei13471,_,3,-,-,-,N,-,305,-,-
comp4753_c0_seq1|m.1071 comp4753_c0_seq1|g.1071  ,mlei13472,_,1,-,-,-,N,-,864,-,-
comp4756_c0_seq1|m.1072 comp4756_c0_seq1|g.1072  ,mlei13473,_,2,-,-,-,N,-,591,-,-
comp475783_c0_seq1|m.19818 comp475783_c0_seq1|g.19818  ,mlei13474,_,2,-,-,-,N,-,231,-,-
comp4757_c0_seq1|m.1074 comp4757_c0_seq1|g.1074  ,mlei13475,_,2,-,-,-,N,-,120,-,-
comp4757_c0_seq1|m.1073 comp4757_c0_seq1|g.1073  ,mlei13476,_,3,-,-,-,N,-,147,-,-
comp475908_c0_seq1|m.19819 comp475908_c0_seq1|g.19819  ,mlei13477,S,2,-,-,-,N,-,236,-,-
comp475935_c0_seq1|m.19820 comp475935_c0_seq1|g.19820  ,mlei13478,M,4,-,-,-,N,-,198,-,-
comp476038_c0_seq1|m.19821 comp476038_c0_seq1|g.19821  ,mlei13479,_,1,-,-,-,N,-,148,-,-
comp4760_c0_seq1|m.1075 comp4760_c0_seq1|g.1075  ,mlei13480,_,5,-,-,-,N,-,177,-,-
comp476185_c0_seq1|m.19822 comp476185_c0_seq1|g.19822  ,mlei13481,_,1,-,-,-,N,-,214,-,-
comp4761_c0_seq1|m.1076 comp4761_c0_seq1|g.1076  ,mlei13482,_,2,-,-,-,N,-,524,-,-
comp476266_c0_seq1|m.19823 comp476266_c0_seq1|g.19823  ,mlei13483,_,1,-,-,-,N,-,181,-,-
comp476380_c0_seq1|m.19824 comp476380_c0_seq1|g.19824  ,mlei13484,_,2,-,-,-,N,-,127,-,-
comp47651_c0_seq1|m.17277 comp47651_c0_seq1|g.17277  ,mlei13485,_,2,-,-,-,N,-,359,-,-
comp476551_c0_seq1|m.19825 comp476551_c0_seq1|g.19825  ,mlei13486,_,1,-,-,-,N,-,130,-,-
comp476630_c0_seq1|m.19826 comp476630_c0_seq1|g.19826  ,mlei13487,M,3,-,-,-,Y,-,180,-,-
comp47665_c0_seq1|m.17278 comp47665_c0_seq1|g.17278  ,mlei13488,_,1,-,-,-,N,-,214,-,-
comp476678_c0_seq1|m.19827 comp476678_c0_seq1|g.19827  ,mlei13489,_,2,-,-,-,N,-,305,-,-
comp476906_c0_seq1|m.19828 comp476906_c0_seq1|g.19828  ,mlei13490,_,3,-,-,-,N,-,287,-,-
comp477038_c0_seq1|m.19829 comp477038_c0_seq1|g.19829  ,mlei13491,_,2,-,-,-,N,-,325,-,-
comp4771_c0_seq1|m.1077 comp4771_c0_seq1|g.1077  ,mlei13492,_,3,-,-,-,N,-,262,-,-
comp477207_c0_seq1|m.19831 comp477207_c0_seq1|g.19831  ,mlei13493,_,5,-,-,-,N,-,170,-,-
comp477442_c0_seq1|m.19832 comp477442_c0_seq1|g.19832  ,mlei13494,_,1,-,-,-,N,-,207,-,-
comp477641_c0_seq1|m.19833 comp477641_c0_seq1|g.19833  ,mlei13495,S,2,-,-,-,N,-,216,-,-
comp477788_c0_seq1|m.19834 comp477788_c0_seq1|g.19834  ,mlei13496,M,5,-,-,-,N,-,392,-,-
comp477962_c0_seq1|m.19835 comp477962_c0_seq1|g.19835  ,mlei13497,_,2,-,-,-,N,-,242,-,-
comp477970_c0_seq1|m.19836 comp477970_c0_seq1|g.19836  ,mlei13498,_,1,-,-,-,N,-,108,-,-
