transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gb|GBGI01017502.1||m.16102 gb|GBGI01017502.1||g.16102  ,kiwa15207,_,4,-,-,-,N,-,312,-,-
gb|GBGI01017503.1||m.16105 gb|GBGI01017503.1||g.16105  ,kiwa15208,_,1,-,-,-,N,-,142,-,-
gb|GBGI01017503.1||m.16104 gb|GBGI01017503.1||g.16104  ,kiwa15209,_,4,-,-,-,N,-,312,-,-
gb|GBGI01017503.1||m.16106 gb|GBGI01017503.1||g.16106  ,kiwa15210,_,3,-,-,-,N,-,115,-,-
gb|GBGI01017504.1||m.16107 gb|GBGI01017504.1||g.16107  ,kiwa15211,_,4,-,-,-,N,-,462,-,-
gb|GBGI01017505.1||m.16108 gb|GBGI01017505.1||g.16108  ,kiwa15212,_,4,-,-,-,N,-,480,-,-
gb|GBGI01017505.1||m.16109 gb|GBGI01017505.1||g.16109  ,kiwa15213,_,3,-,-,-,N,-,115,-,-
gb|GBGI01017506.1||m.16111 gb|GBGI01017506.1||g.16111  ,kiwa15214,_,1,-,-,-,N,-,136,-,-
gb|GBGI01017506.1||m.16110 gb|GBGI01017506.1||g.16110  ,kiwa15215,_,4,-,-,-,N,-,312,-,-
gb|GBGI01017507.1||m.16112 gb|GBGI01017507.1||g.16112  ,kiwa15216,_,1,-,-,-,N,-,213,-,-
gb|GBGI01017508.1||m.16114 gb|GBGI01017508.1||g.16114  ,kiwa15217,_,1,-,-,-,N,-,122,-,-
gb|GBGI01017508.1||m.16113 gb|GBGI01017508.1||g.16113  ,kiwa15218,_,4,-,-,-,N,-,312,-,-
gb|GBGI01017509.1||m.16115 gb|GBGI01017509.1||g.16115  ,kiwa15219,_,4,-,-,-,N,-,460,-,-
gb|GBGI01017522.1||m.16116 gb|GBGI01017522.1||g.16116  ,kiwa15220,_,1,-,-,-,N,-,268,-,-
gb|GBGI01017523.1||m.16118 gb|GBGI01017523.1||g.16118  ,kiwa15221,_,2,-,-,-,N,-,131,-,-
gb|GBGI01017523.1||m.16119 gb|GBGI01017523.1||g.16119  ,kiwa15222,_,1,-,-,-,N,-,102,-,-
gb|GBGI01017523.1||m.16117 gb|GBGI01017523.1||g.16117  ,kiwa15223,_,1,-,-,-,N,-,177,-,-
gb|GBGI01017525.1||m.16121 gb|GBGI01017525.1||g.16121  ,kiwa15224,_,1,-,-,-,N,-,102,-,-
gb|GBGI01017525.1||m.16120 gb|GBGI01017525.1||g.16120  ,kiwa15225,_,1,-,-,-,N,-,382,-,-
gb|GBGI01017526.1||m.16122 gb|GBGI01017526.1||g.16122  ,kiwa15226,_,1,-,-,-,N,-,120,-,-
gb|GBGI01017527.1||m.16123 gb|GBGI01017527.1||g.16123  ,kiwa15227,_,3,-,-,-,N,-,218,-,-
gb|GBGI01017527.1||m.16124 gb|GBGI01017527.1||g.16124  ,kiwa15228,_,1,-,-,-,N,-,102,-,-
gb|GBGI01017529.1||m.16125 gb|GBGI01017529.1||g.16125  ,kiwa15229,_,1,-,-,-,N,-,120,-,-
gb|GBGI01017531.1||m.16126 gb|GBGI01017531.1||g.16126  ,kiwa15230,_,1,-,-,-,N,-,125,-,-
gb|GBGI01017532.1||m.16127 gb|GBGI01017532.1||g.16127  ,kiwa15231,_,2,-,-,-,N,-,625,-,-
gb|GBGI01017533.1||m.16128 gb|GBGI01017533.1||g.16128  ,kiwa15232,S,4,-,-,-,N,-,313,-,-
gb|GBGI01017534.1||m.16129 gb|GBGI01017534.1||g.16129  ,kiwa15233,_,1,-,-,-,N,-,470,-,-
gb|GBGI01017535.1||m.16130 gb|GBGI01017535.1||g.16130  ,kiwa15234,_,2,-,-,-,N,-,471,-,-
gb|GBGI01017536.1||m.16131 gb|GBGI01017536.1||g.16131  ,kiwa15235,_,1,-,-,-,N,-,136,-,-
gb|GBGI01017537.1||m.16132 gb|GBGI01017537.1||g.16132  ,kiwa15236,S,2,-,-,-,N,-,144,-,-
gb|GBGI01017538.1||m.16133 gb|GBGI01017538.1||g.16133  ,kiwa15237,_,1,-,-,-,N,-,295,-,-
gb|GBGI01017540.1||m.16134 gb|GBGI01017540.1||g.16134  ,kiwa15238,_,2,-,-,-,N,-,386,-,-
gb|GBGI01017542.1||m.16135 gb|GBGI01017542.1||g.16135  ,kiwa15239,_,2,-,-,-,N,-,104,-,-
gb|GBGI01017543.1||m.16136 gb|GBGI01017543.1||g.16136  ,kiwa15240,_,1,-,-,-,N,-,181,-,-
gb|GBGI01017545.1||m.16137 gb|GBGI01017545.1||g.16137  ,kiwa15241,M,5,-,-,-,N,-,228,-,-
gb|GBGI01017546.1||m.16139 gb|GBGI01017546.1||g.16139  ,kiwa15242,_,1,-,-,-,N,-,211,-,-
gb|GBGI01017546.1||m.16140 gb|GBGI01017546.1||g.16140  ,kiwa15243,_,3,-,-,-,N,-,109,-,-
gb|GBGI01017546.1||m.16138 gb|GBGI01017546.1||g.16138  ,kiwa15244,_,1,-,-,-,N,-,301,-,-
gb|GBGI01017547.1||m.16142 gb|GBGI01017547.1||g.16142  ,kiwa15245,_,1,-,-,-,N,-,285,-,-
gb|GBGI01017547.1||m.16141 gb|GBGI01017547.1||g.16141  ,kiwa15246,_,1,-,-,-,N,-,301,-,-
gb|GBGI01017547.1||m.16143 gb|GBGI01017547.1||g.16143  ,kiwa15247,_,3,-,-,-,N,-,109,-,-
gb|GBGI01017548.1||m.16144 gb|GBGI01017548.1||g.16144  ,kiwa15248,S,1,-,-,-,N,-,305,-,-
gb|GBGI01017548.1||m.16145 gb|GBGI01017548.1||g.16145  ,kiwa15249,_,1,-,-,-,N,-,136,-,-
gb|GBGI01017549.1||m.16146 gb|GBGI01017549.1||g.16146  ,kiwa15250,_,1,-,-,-,N,-,431,-,-
gb|GBGI01017550.1||m.16148 gb|GBGI01017550.1||g.16148  ,kiwa15251,S,1,-,-,-,N,-,148,-,-
gb|GBGI01017550.1||m.16147 gb|GBGI01017550.1||g.16147  ,kiwa15252,_,5,-,-,-,N,-,151,-,-
gb|GBGI01017551.1||m.16150 gb|GBGI01017551.1||g.16150  ,kiwa15253,S,1,-,-,-,N,-,143,-,-
gb|GBGI01017551.1||m.16149 gb|GBGI01017551.1||g.16149  ,kiwa15254,_,5,-,-,-,N,-,223,-,-
gb|GBGI01017552.1||m.16151 gb|GBGI01017552.1||g.16151  ,kiwa15255,_,1,-,-,-,N,-,219,-,-
gb|GBGI01017552.1||m.16152 gb|GBGI01017552.1||g.16152  ,kiwa15256,_,5,-,-,-,N,-,151,-,-
gb|GBGI01017553.1||m.16153 gb|GBGI01017553.1||g.16153  ,kiwa15257,_,5,-,-,-,N,-,223,-,-
gb|GBGI01017553.1||m.16154 gb|GBGI01017553.1||g.16154  ,kiwa15258,S,1,-,-,-,N,-,123,-,-
gb|GBGI01017554.1||m.16156 gb|GBGI01017554.1||g.16156  ,kiwa15259,_,1,-,-,-,N,-,136,-,-
gb|GBGI01017554.1||m.16155 gb|GBGI01017554.1||g.16155  ,kiwa15260,_,5,-,-,-,N,-,223,-,-
gb|GBGI01017560.1||m.16158 gb|GBGI01017560.1||g.16158  ,kiwa15261,S,1,-,-,-,N,-,188,-,-
gb|GBGI01017560.1||m.16159 gb|GBGI01017560.1||g.16159  ,kiwa15262,_,2,-,-,-,N,-,135,-,-
gb|GBGI01017560.1||m.16157 gb|GBGI01017560.1||g.16157  ,kiwa15263,_,3,-,-,-,N,-,293,-,-
gb|GBGI01017561.1||m.16160 gb|GBGI01017561.1||g.16160  ,kiwa15264,_,2,-,-,-,N,-,412,-,-
gb|GBGI01017561.1||m.16161 gb|GBGI01017561.1||g.16161  ,kiwa15265,S,1,-,-,-,N,-,188,-,-
gb|GBGI01017562.1||m.16163 gb|GBGI01017562.1||g.16163  ,kiwa15266,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017562.1||m.16162 gb|GBGI01017562.1||g.16162  ,kiwa15267,_,2,-,-,-,N,-,412,-,-
gb|GBGI01017563.1||m.16164 gb|GBGI01017563.1||g.16164  ,kiwa15268,_,2,-,-,-,N,-,412,-,-
gb|GBGI01017563.1||m.16165 gb|GBGI01017563.1||g.16165  ,kiwa15269,S,1,-,-,-,N,-,188,-,-
gb|GBGI01017564.1||m.16167 gb|GBGI01017564.1||g.16167  ,kiwa15270,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017564.1||m.16166 gb|GBGI01017564.1||g.16166  ,kiwa15271,_,3,-,-,-,N,-,293,-,-
gb|GBGI01017564.1||m.16168 gb|GBGI01017564.1||g.16168  ,kiwa15272,_,2,-,-,-,N,-,135,-,-
gb|GBGI01017565.1||m.16169 gb|GBGI01017565.1||g.16169  ,kiwa15273,_,2,-,-,-,N,-,267,-,-
gb|GBGI01017565.1||m.16170 gb|GBGI01017565.1||g.16170  ,kiwa15274,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017566.1||m.16172 gb|GBGI01017566.1||g.16172  ,kiwa15275,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017566.1||m.16171 gb|GBGI01017566.1||g.16171  ,kiwa15276,_,2,-,-,-,N,-,412,-,-
gb|GBGI01017567.1||m.16174 gb|GBGI01017567.1||g.16174  ,kiwa15277,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017567.1||m.16173 gb|GBGI01017567.1||g.16173  ,kiwa15278,_,2,-,-,-,N,-,412,-,-
gb|GBGI01017568.1||m.16176 gb|GBGI01017568.1||g.16176  ,kiwa15279,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017568.1||m.16175 gb|GBGI01017568.1||g.16175  ,kiwa15280,_,2,-,-,-,N,-,345,-,-
gb|GBGI01017569.1||m.16178 gb|GBGI01017569.1||g.16178  ,kiwa15281,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017569.1||m.16177 gb|GBGI01017569.1||g.16177  ,kiwa15282,_,2,-,-,-,N,-,412,-,-
gb|GBGI01017570.1||m.16179 gb|GBGI01017570.1||g.16179  ,kiwa15283,_,2,-,-,-,N,-,412,-,-
gb|GBGI01017570.1||m.16180 gb|GBGI01017570.1||g.16180  ,kiwa15284,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017571.1||m.16182 gb|GBGI01017571.1||g.16182  ,kiwa15285,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017571.1||m.16181 gb|GBGI01017571.1||g.16181  ,kiwa15286,_,2,-,-,-,N,-,412,-,-
gb|GBGI01017572.1||m.16184 gb|GBGI01017572.1||g.16184  ,kiwa15287,S,1,-,-,-,N,-,188,-,-
gb|GBGI01017572.1||m.16183 gb|GBGI01017572.1||g.16183  ,kiwa15288,_,2,-,-,-,N,-,267,-,-
gb|GBGI01017573.1||m.16185 gb|GBGI01017573.1||g.16185  ,kiwa15289,_,2,-,-,-,N,-,412,-,-
gb|GBGI01017573.1||m.16186 gb|GBGI01017573.1||g.16186  ,kiwa15290,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017574.1||m.16188 gb|GBGI01017574.1||g.16188  ,kiwa15291,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017574.1||m.16187 gb|GBGI01017574.1||g.16187  ,kiwa15292,_,2,-,-,-,N,-,412,-,-
gb|GBGI01017575.1||m.16189 gb|GBGI01017575.1||g.16189  ,kiwa15293,_,2,-,-,-,N,-,345,-,-
gb|GBGI01017575.1||m.16190 gb|GBGI01017575.1||g.16190  ,kiwa15294,S,1,-,-,-,N,-,188,-,-
gb|GBGI01017576.1||m.16192 gb|GBGI01017576.1||g.16192  ,kiwa15295,S,1,-,-,-,N,-,199,-,-
gb|GBGI01017576.1||m.16191 gb|GBGI01017576.1||g.16191  ,kiwa15296,_,2,-,-,-,N,-,345,-,-
gb|GBGI01017577.1||m.16193 gb|GBGI01017577.1||g.16193  ,kiwa15297,_,5,-,-,-,N,-,858,-,-
gb|GBGI01017578.1||m.16195 gb|GBGI01017578.1||g.16195  ,kiwa15298,_,2,-,-,-,N,-,213,-,-
gb|GBGI01017578.1||m.16194 gb|GBGI01017578.1||g.16194  ,kiwa15299,_,5,-,-,-,N,-,548,-,-
gb|GBGI01017579.1||m.16196 gb|GBGI01017579.1||g.16196  ,kiwa15300,_,1,-,-,-,N,-,332,-,-
gb|GBGI01017580.1||m.16197 gb|GBGI01017580.1||g.16197  ,kiwa15301,_,1,-,-,-,N,-,332,-,-
gb|GBGI01017581.1||m.16198 gb|GBGI01017581.1||g.16198  ,kiwa15302,_,1,-,-,-,N,-,466,-,-
gb|GBGI01017582.1||m.16199 gb|GBGI01017582.1||g.16199  ,kiwa15303,_,2,-,-,-,N,-,246,-,-
gb|GBGI01017583.1||m.16200 gb|GBGI01017583.1||g.16200  ,kiwa15304,_,1,-,-,-,N,-,466,-,-
gb|GBGI01017585.1||m.16201 gb|GBGI01017585.1||g.16201  ,kiwa15305,_,1,-,-,-,N,-,332,-,-
gb|GBGI01017586.1||m.16202 gb|GBGI01017586.1||g.16202  ,kiwa15306,_,2,-,-,-,N,-,246,-,-
gb|GBGI01017589.1||m.16203 gb|GBGI01017589.1||g.16203  ,kiwa15307,_,2,-,-,-,N,-,105,-,-
gb|GBGI01017590.1||m.16204 gb|GBGI01017590.1||g.16204  ,kiwa15308,_,2,-,-,-,N,-,144,-,-
gb|GBGI01017594.1||m.16205 gb|GBGI01017594.1||g.16205  ,kiwa15309,_,2,-,-,-,N,-,105,-,-
gb|GBGI01017595.1||m.16206 gb|GBGI01017595.1||g.16206  ,kiwa15310,_,2,-,-,-,N,-,169,-,-
gb|GBGI01017599.1||m.16207 gb|GBGI01017599.1||g.16207  ,kiwa15311,_,2,-,-,-,N,-,108,-,-
gb|GBGI01017601.1||m.16208 gb|GBGI01017601.1||g.16208  ,kiwa15312,_,2,-,-,-,N,-,108,-,-
gb|GBGI01017608.1||m.16209 gb|GBGI01017608.1||g.16209  ,kiwa15313,_,2,-,-,-,N,-,140,-,-
gb|GBGI01017609.1||m.16210 gb|GBGI01017609.1||g.16210  ,kiwa15314,_,1,-,-,-,N,-,1294,-,-
gb|GBGI01017610.1||m.16211 gb|GBGI01017610.1||g.16211  ,kiwa15315,_,1,-,-,-,N,-,277,-,-
gb|GBGI01017611.1||m.16212 gb|GBGI01017611.1||g.16212  ,kiwa15316,_,3,-,-,-,N,-,140,-,-
gb|GBGI01017612.1||m.16213 gb|GBGI01017612.1||g.16213  ,kiwa15317,_,1,-,-,-,N,-,281,-,-
gb|GBGI01017613.1||m.16214 gb|GBGI01017613.1||g.16214  ,kiwa15318,_,2,-,-,-,N,-,119,-,-
gb|GBGI01017614.1||m.16215 gb|GBGI01017614.1||g.16215  ,kiwa15319,_,2,-,-,-,N,-,105,-,-
gb|GBGI01017615.1||m.16216 gb|GBGI01017615.1||g.16216  ,kiwa15320,_,4,-,-,-,N,-,310,-,-
gb|GBGI01017616.1||m.16217 gb|GBGI01017616.1||g.16217  ,kiwa15321,_,2,-,-,-,N,-,398,-,-
gb|GBGI01017617.1||m.16218 gb|GBGI01017617.1||g.16218  ,kiwa15322,_,4,-,-,-,N,-,310,-,-
gb|GBGI01017618.1||m.16219 gb|GBGI01017618.1||g.16219  ,kiwa15323,_,4,-,-,-,N,-,391,-,-
gb|GBGI01017620.1||m.16220 gb|GBGI01017620.1||g.16220  ,kiwa15324,_,2,-,-,-,N,-,255,-,-
gb|GBGI01017620.1||m.16221 gb|GBGI01017620.1||g.16221  ,kiwa15325,_,2,-,-,-,N,-,118,-,-
gb|GBGI01017621.1||m.16222 gb|GBGI01017621.1||g.16222  ,kiwa15326,_,2,-,-,-,N,-,127,-,-
gb|GBGI01017621.1||m.16223 gb|GBGI01017621.1||g.16223  ,kiwa15327,_,2,-,-,-,N,-,105,-,-
gb|GBGI01017622.1||m.16224 gb|GBGI01017622.1||g.16224  ,kiwa15328,_,2,-,-,-,N,-,119,-,-
gb|GBGI01017623.1||m.16225 gb|GBGI01017623.1||g.16225  ,kiwa15329,_,2,-,-,-,N,-,105,-,-
gb|GBGI01017625.1||m.16226 gb|GBGI01017625.1||g.16226  ,kiwa15330,_,2,-,-,-,N,-,105,-,-
gb|GBGI01017626.1||m.16227 gb|GBGI01017626.1||g.16227  ,kiwa15331,_,2,-,-,-,N,-,106,-,-
gb|GBGI01017627.1||m.16228 gb|GBGI01017627.1||g.16228  ,kiwa15332,_,2,-,-,-,N,-,345,-,-
gb|GBGI01017628.1||m.16229 gb|GBGI01017628.1||g.16229  ,kiwa15333,_,2,-,-,-,N,-,345,-,-
gb|GBGI01017629.1||m.16230 gb|GBGI01017629.1||g.16230  ,kiwa15334,_,1,-,-,-,N,-,446,-,-
gb|GBGI01017634.1||m.16231 gb|GBGI01017634.1||g.16231  ,kiwa15335,_,4,-,-,-,N,-,472,-,-
gb|GBGI01017635.1||m.16232 gb|GBGI01017635.1||g.16232  ,kiwa15336,_,1,-,-,-,N,-,547,-,-
gb|GBGI01017636.1||m.16233 gb|GBGI01017636.1||g.16233  ,kiwa15337,_,1,-,-,-,N,-,454,-,-
gb|GBGI01017638.1||m.16234 gb|GBGI01017638.1||g.16234  ,kiwa15338,_,4,-,-,-,N,-,379,-,-
gb|GBGI01017641.1||m.16235 gb|GBGI01017641.1||g.16235  ,kiwa15339,_,2,-,-,-,N,-,125,-,-
gb|GBGI01017642.1||m.16236 gb|GBGI01017642.1||g.16236  ,kiwa15340,_,2,-,-,-,N,-,125,-,-
gb|GBGI01017643.1||m.16237 gb|GBGI01017643.1||g.16237  ,kiwa15341,_,2,-,-,-,N,-,125,-,-
gb|GBGI01017644.1||m.16238 gb|GBGI01017644.1||g.16238  ,kiwa15342,_,2,-,-,-,N,-,125,-,-
gb|GBGI01017645.1||m.16239 gb|GBGI01017645.1||g.16239  ,kiwa15343,_,2,-,-,-,N,-,125,-,-
gb|GBGI01017646.1||m.16240 gb|GBGI01017646.1||g.16240  ,kiwa15344,_,2,-,-,-,N,-,125,-,-
gb|GBGI01017647.1||m.16241 gb|GBGI01017647.1||g.16241  ,kiwa15345,_,2,-,-,-,N,-,125,-,-
gb|GBGI01017658.1||m.16242 gb|GBGI01017658.1||g.16242  ,kiwa15346,S,3,-,-,-,N,-,101,-,-
gb|GBGI01017661.1||m.16243 gb|GBGI01017661.1||g.16243  ,kiwa15347,_,3,-,-,-,N,-,298,-,-
gb|GBGI01017662.1||m.16244 gb|GBGI01017662.1||g.16244  ,kiwa15348,_,3,-,-,-,N,-,196,-,-
gb|GBGI01017663.1||m.16245 gb|GBGI01017663.1||g.16245  ,kiwa15349,_,3,-,-,-,N,-,275,-,-
gb|GBGI01017664.1||m.16246 gb|GBGI01017664.1||g.16246  ,kiwa15350,_,2,-,-,-,N,-,937,-,-
gb|GBGI01017665.1||m.16247 gb|GBGI01017665.1||g.16247  ,kiwa15351,_,2,-,-,-,N,-,796,-,-
gb|GBGI01017666.1||m.16248 gb|GBGI01017666.1||g.16248  ,kiwa15352,_,2,-,-,-,N,-,733,-,-
gb|GBGI01017667.1||m.16249 gb|GBGI01017667.1||g.16249  ,kiwa15353,_,2,-,-,-,N,-,817,-,-
gb|GBGI01017668.1||m.16250 gb|GBGI01017668.1||g.16250  ,kiwa15354,_,2,-,-,-,N,-,733,-,-
gb|GBGI01017669.1||m.16251 gb|GBGI01017669.1||g.16251  ,kiwa15355,_,2,-,-,-,N,-,733,-,-
gb|GBGI01017670.1||m.16252 gb|GBGI01017670.1||g.16252  ,kiwa15356,_,2,-,-,-,N,-,949,-,-
gb|GBGI01017671.1||m.16253 gb|GBGI01017671.1||g.16253  ,kiwa15357,_,1,-,-,-,N,-,231,-,-
gb|GBGI01017672.1||m.16254 gb|GBGI01017672.1||g.16254  ,kiwa15358,_,1,-,-,-,N,-,210,-,-
gb|GBGI01017673.1||m.16255 gb|GBGI01017673.1||g.16255  ,kiwa15359,_,1,-,-,-,N,-,285,-,-
gb|GBGI01017674.1||m.16256 gb|GBGI01017674.1||g.16256  ,kiwa15360,_,1,-,-,-,N,-,144,-,-
gb|GBGI01017677.1||m.16257 gb|GBGI01017677.1||g.16257  ,kiwa15361,_,1,-,-,-,N,-,144,-,-
gb|GBGI01017678.1||m.16258 gb|GBGI01017678.1||g.16258  ,kiwa15362,_,1,-,-,-,N,-,155,-,-
gb|GBGI01017680.1||m.16259 gb|GBGI01017680.1||g.16259  ,kiwa15363,_,2,-,-,-,N,-,140,-,-
gb|GBGI01017696.1||m.16260 gb|GBGI01017696.1||g.16260  ,kiwa15364,M,2,-,-,-,Y,-,297,-,-
gb|GBGI01017697.1||m.16261 gb|GBGI01017697.1||g.16261  ,kiwa15365,M,2,-,-,-,Y,-,297,-,-
gb|GBGI01017697.1||m.16262 gb|GBGI01017697.1||g.16262  ,kiwa15366,_,1,-,-,-,N,-,106,-,-
gb|GBGI01017698.1||m.16263 gb|GBGI01017698.1||g.16263  ,kiwa15367,M,2,-,-,-,Y,-,297,-,-
gb|GBGI01017699.1||m.16265 gb|GBGI01017699.1||g.16265  ,kiwa15368,_,1,-,-,-,N,-,120,-,-
gb|GBGI01017699.1||m.16266 gb|GBGI01017699.1||g.16266  ,kiwa15369,_,1,-,-,-,N,-,106,-,-
gb|GBGI01017699.1||m.16264 gb|GBGI01017699.1||g.16264  ,kiwa15370,M,2,-,-,-,Y,-,297,-,-
gb|GBGI01017700.1||m.16267 gb|GBGI01017700.1||g.16267  ,kiwa15371,M,2,-,-,-,Y,-,297,-,-
gb|GBGI01017700.1||m.16268 gb|GBGI01017700.1||g.16268  ,kiwa15372,_,1,-,-,-,N,-,159,-,-
gb|GBGI01017701.1||m.16269 gb|GBGI01017701.1||g.16269  ,kiwa15373,M,2,-,-,-,Y,-,297,-,-
gb|GBGI01017701.1||m.16270 gb|GBGI01017701.1||g.16270  ,kiwa15374,_,1,-,-,-,N,-,235,-,-
gb|GBGI01017702.1||m.16271 gb|GBGI01017702.1||g.16271  ,kiwa15375,_,1,-,-,-,N,-,106,-,-
gb|GBGI01017703.1||m.16272 gb|GBGI01017703.1||g.16272  ,kiwa15376,_,2,-,-,-,N,-,489,-,-
gb|GBGI01017704.1||m.16273 gb|GBGI01017704.1||g.16273  ,kiwa15377,_,2,-,-,-,N,-,559,-,-
gb|GBGI01017705.1||m.16274 gb|GBGI01017705.1||g.16274  ,kiwa15378,_,2,-,-,-,N,-,505,-,-
gb|GBGI01017706.1||m.16275 gb|GBGI01017706.1||g.16275  ,kiwa15379,_,2,-,-,-,N,-,489,-,-
gb|GBGI01017707.1||m.16276 gb|GBGI01017707.1||g.16276  ,kiwa15380,_,2,-,-,-,N,-,543,-,-
gb|GBGI01017708.1||m.16277 gb|GBGI01017708.1||g.16277  ,kiwa15381,_,2,-,-,-,N,-,426,-,-
gb|GBGI01017711.1||m.16278 gb|GBGI01017711.1||g.16278  ,kiwa15382,_,2,-,-,-,N,-,410,-,-
gb|GBGI01017712.1||m.16279 gb|GBGI01017712.1||g.16279  ,kiwa15383,_,2,-,-,-,N,-,520,-,-
gb|GBGI01017713.1||m.16280 gb|GBGI01017713.1||g.16280  ,kiwa15384,_,2,-,-,-,N,-,505,-,-
gb|GBGI01017714.1||m.16281 gb|GBGI01017714.1||g.16281  ,kiwa15385,_,2,-,-,-,N,-,426,-,-
gb|GBGI01017714.1||m.16282 gb|GBGI01017714.1||g.16282  ,kiwa15386,_,2,-,-,-,N,-,110,-,-
gb|GBGI01017715.1||m.16283 gb|GBGI01017715.1||g.16283  ,kiwa15387,_,2,-,-,-,N,-,536,-,-
gb|GBGI01017716.1||m.16285 gb|GBGI01017716.1||g.16285  ,kiwa15388,_,1,-,-,-,N,-,443,-,-
gb|GBGI01017716.1||m.16284 gb|GBGI01017716.1||g.16284  ,kiwa15389,_,1,-,-,-,N,-,559,-,-
gb|GBGI01017717.1||m.16287 gb|GBGI01017717.1||g.16287  ,kiwa15390,_,1,-,-,-,N,-,269,-,-
gb|GBGI01017717.1||m.16288 gb|GBGI01017717.1||g.16288  ,kiwa15391,_,4,-,-,-,N,-,211,-,-
gb|GBGI01017717.1||m.16286 gb|GBGI01017717.1||g.16286  ,kiwa15392,_,1,-,-,-,N,-,443,-,-
gb|GBGI01017717.1||m.16289 gb|GBGI01017717.1||g.16289  ,kiwa15393,_,1,-,-,-,N,-,101,-,-
gb|GBGI01017718.1||m.16291 gb|GBGI01017718.1||g.16291  ,kiwa15394,_,1,-,-,-,N,-,443,-,-
gb|GBGI01017718.1||m.16290 gb|GBGI01017718.1||g.16290  ,kiwa15395,_,1,-,-,-,N,-,559,-,-
gb|GBGI01017719.1||m.16292 gb|GBGI01017719.1||g.16292  ,kiwa15396,_,2,-,-,-,N,-,561,-,-
gb|GBGI01017719.1||m.16293 gb|GBGI01017719.1||g.16293  ,kiwa15397,_,1,-,-,-,N,-,559,-,-
gb|GBGI01017720.1||m.16297 gb|GBGI01017720.1||g.16297  ,kiwa15398,_,1,-,-,-,N,-,101,-,-
gb|GBGI01017720.1||m.16295 gb|GBGI01017720.1||g.16295  ,kiwa15399,_,4,-,-,-,N,-,211,-,-
gb|GBGI01017720.1||m.16294 gb|GBGI01017720.1||g.16294  ,kiwa15400,_,5,-,-,-,N,-,324,-,-
gb|GBGI01017720.1||m.16296 gb|GBGI01017720.1||g.16296  ,kiwa15401,_,2,-,-,-,N,-,197,-,-
gb|GBGI01017721.1||m.16299 gb|GBGI01017721.1||g.16299  ,kiwa15402,_,1,-,-,-,N,-,443,-,-
gb|GBGI01017721.1||m.16298 gb|GBGI01017721.1||g.16298  ,kiwa15403,_,1,-,-,-,N,-,559,-,-
gb|GBGI01017722.1||m.16301 gb|GBGI01017722.1||g.16301  ,kiwa15404,_,1,-,-,-,N,-,443,-,-
gb|GBGI01017722.1||m.16300 gb|GBGI01017722.1||g.16300  ,kiwa15405,_,2,-,-,-,N,-,504,-,-
gb|GBGI01017723.1||m.16303 gb|GBGI01017723.1||g.16303  ,kiwa15406,_,2,-,-,-,N,-,487,-,-
gb|GBGI01017723.1||m.16302 gb|GBGI01017723.1||g.16302  ,kiwa15407,_,2,-,-,-,N,-,561,-,-
gb|GBGI01017724.1||m.16306 gb|GBGI01017724.1||g.16306  ,kiwa15408,_,1,-,-,-,N,-,101,-,-
gb|GBGI01017724.1||m.16305 gb|GBGI01017724.1||g.16305  ,kiwa15409,_,3,-,-,-,N,-,451,-,-
gb|GBGI01017724.1||m.16304 gb|GBGI01017724.1||g.16304  ,kiwa15410,_,2,-,-,-,N,-,487,-,-
gb|GBGI01017725.1||m.16310 gb|GBGI01017725.1||g.16310  ,kiwa15411,_,1,-,-,-,N,-,101,-,-
gb|GBGI01017725.1||m.16309 gb|GBGI01017725.1||g.16309  ,kiwa15412,_,4,-,-,-,N,-,211,-,-
gb|GBGI01017725.1||m.16308 gb|GBGI01017725.1||g.16308  ,kiwa15413,_,1,-,-,-,N,-,269,-,-
gb|GBGI01017725.1||m.16307 gb|GBGI01017725.1||g.16307  ,kiwa15414,_,2,-,-,-,N,-,561,-,-
gb|GBGI01017726.1||m.16311 gb|GBGI01017726.1||g.16311  ,kiwa15415,_,1,-,-,-,N,-,559,-,-
gb|GBGI01017726.1||m.16312 gb|GBGI01017726.1||g.16312  ,kiwa15416,_,1,-,-,-,N,-,443,-,-
gb|GBGI01017727.1||m.16315 gb|GBGI01017727.1||g.16315  ,kiwa15417,_,2,-,-,-,N,-,197,-,-
gb|GBGI01017727.1||m.16314 gb|GBGI01017727.1||g.16314  ,kiwa15418,_,4,-,-,-,N,-,211,-,-
gb|GBGI01017727.1||m.16313 gb|GBGI01017727.1||g.16313  ,kiwa15419,_,5,-,-,-,N,-,324,-,-
