transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gi|671206376|gb|GBGH01005223.1||m.8575 gi|671206376|gb|GBGH01005223.1||g.8575  ,phyd17266,S,2,-,-,-,N,-,102,-,-
gi|671206379|gb|GBGH01005220.1||m.8569 gi|671206379|gb|GBGH01005220.1||g.8569  ,phyd17267,S,1,-,-,-,N,-,183,-,-
gi|671206380|gb|GBGH01005219.1||m.8567 gi|671206380|gb|GBGH01005219.1||g.8567  ,phyd17268,_,3,-,-,-,N,-,314,-,-
gi|671206380|gb|GBGH01005219.1||m.8568 gi|671206380|gb|GBGH01005219.1||g.8568  ,phyd17269,S,5,-,-,-,N,-,134,-,-
gi|671206381|gb|GBGH01005218.1||m.8565 gi|671206381|gb|GBGH01005218.1||g.8565  ,phyd17270,_,3,-,-,-,N,-,314,-,-
gi|671206383|gb|GBGH01005216.1||m.8564 gi|671206383|gb|GBGH01005216.1||g.8564  ,phyd17271,_,2,-,-,-,N,-,156,-,-
gi|671206384|gb|GBGH01005215.1||m.8562 gi|671206384|gb|GBGH01005215.1||g.8562  ,phyd17272,_,2,-,-,-,N,-,452,-,-
gi|671206385|gb|GBGH01005214.1||m.8558 gi|671206385|gb|GBGH01005214.1||g.8558  ,phyd17273,_,2,-,-,-,N,-,1285,-,-
gi|671206386|gb|GBGH01005213.1||m.8554 gi|671206386|gb|GBGH01005213.1||g.8554  ,phyd17274,M,4,-,-,-,N,-,1206,-,-
gi|671206387|gb|GBGH01005212.1||m.8553 gi|671206387|gb|GBGH01005212.1||g.8553  ,phyd17275,_,3,-,-,-,N,-,148,-,-
gi|671206388|gb|GBGH01005211.1||m.8550 gi|671206388|gb|GBGH01005211.1||g.8550  ,phyd17276,_,3,-,-,-,N,-,491,-,-
gi|671206389|gb|GBGH01005210.1||m.8547 gi|671206389|gb|GBGH01005210.1||g.8547  ,phyd17277,M,5,-,-,-,N,-,899,-,-
gi|671206390|gb|GBGH01005209.1||m.8544 gi|671206390|gb|GBGH01005209.1||g.8544  ,phyd17278,_,2,-,-,-,N,-,325,-,-
gi|671206391|gb|GBGH01005208.1||m.8543 gi|671206391|gb|GBGH01005208.1||g.8543  ,phyd17279,_,2,-,-,-,N,-,128,-,-
gi|671206392|gb|GBGH01005207.1||m.8541 gi|671206392|gb|GBGH01005207.1||g.8541  ,phyd17280,_,3,-,-,-,N,-,122,-,-
gi|671206393|gb|GBGH01005206.1||m.8536 gi|671206393|gb|GBGH01005206.1||g.8536  ,phyd17281,_,4,-,-,-,N,-,2318,-,-
gi|671206394|gb|GBGH01005205.1||m.8534 gi|671206394|gb|GBGH01005205.1||g.8534  ,phyd17282,_,1,-,-,-,N,-,229,-,-
gi|671206395|gb|GBGH01005204.1||m.8532 gi|671206395|gb|GBGH01005204.1||g.8532  ,phyd17283,_,2,-,-,-,N,-,204,-,-
gi|671206396|gb|GBGH01005203.1||m.8531 gi|671206396|gb|GBGH01005203.1||g.8531  ,phyd17284,_,2,-,-,-,N,-,102,-,-
gi|671206397|gb|GBGH01005202.1||m.8528 gi|671206397|gb|GBGH01005202.1||g.8528  ,phyd17285,_,2,-,-,-,N,-,518,-,-
gi|671206398|gb|GBGH01005201.1||m.8527 gi|671206398|gb|GBGH01005201.1||g.8527  ,phyd17286,_,1,-,-,-,N,-,146,-,-
gi|671206399|gb|GBGH01005200.1||m.8526 gi|671206399|gb|GBGH01005200.1||g.8526  ,phyd17287,S,1,-,-,-,N,-,107,-,-
gi|671206400|gb|GBGH01005199.1||m.8522 gi|671206400|gb|GBGH01005199.1||g.8522  ,phyd17288,_,1,-,-,scer196,Y,-,545,-,HST4
gi|671206401|gb|GBGH01005198.1||m.8521 gi|671206401|gb|GBGH01005198.1||g.8521  ,phyd17289,_,2,-,-,-,N,-,126,-,-
gi|671206402|gb|GBGH01005197.1||m.8520 gi|671206402|gb|GBGH01005197.1||g.8520  ,phyd17290,_,3,-,-,-,N,-,158,-,-
gi|671206403|gb|GBGH01005196.1||m.8519 gi|671206403|gb|GBGH01005196.1||g.8519  ,phyd17291,_,2,-,-,-,N,-,232,-,-
gi|671206404|gb|GBGH01005195.1||m.8518 gi|671206404|gb|GBGH01005195.1||g.8518  ,phyd17292,_,1,-,-,-,N,-,323,-,-
gi|671206405|gb|GBGH01005194.1||m.8517 gi|671206405|gb|GBGH01005194.1||g.8517  ,phyd17293,_,3,-,-,-,N,-,271,-,-
gi|671206406|gb|GBGH01005193.1||m.8515 gi|671206406|gb|GBGH01005193.1||g.8515  ,phyd17294,_,3,-,-,-,N,-,381,-,-
gi|671206407|gb|GBGH01005192.1||m.8513 gi|671206407|gb|GBGH01005192.1||g.8513  ,phyd17295,_,3,-,-,-,N,-,245,-,-
gi|671206408|gb|GBGH01005191.1||m.8512 gi|671206408|gb|GBGH01005191.1||g.8512  ,phyd17296,_,1,-,-,-,N,-,562,-,-
gi|671206409|gb|GBGH01005190.1||m.8511 gi|671206409|gb|GBGH01005190.1||g.8511  ,phyd17297,_,1,-,-,-,N,-,590,-,-
gi|671206410|gb|GBGH01005189.1||m.8510 gi|671206410|gb|GBGH01005189.1||g.8510  ,phyd17298,_,5,-,-,-,N,-,380,-,-
gi|671206411|gb|GBGH01005188.1||m.8509 gi|671206411|gb|GBGH01005188.1||g.8509  ,phyd17299,_,3,-,-,-,N,-,129,-,-
gi|671206412|gb|GBGH01005187.1||m.8508 gi|671206412|gb|GBGH01005187.1||g.8508  ,phyd17300,_,2,-,-,-,N,-,145,-,-
gi|671206413|gb|GBGH01005186.1||m.8506 gi|671206413|gb|GBGH01005186.1||g.8506  ,phyd17301,_,2,-,-,-,N,-,194,-,-
gi|671206413|gb|GBGH01005186.1||m.8507 gi|671206413|gb|GBGH01005186.1||g.8507  ,phyd17302,M,3,-,-,-,Y,-,116,-,-
gi|671206414|gb|GBGH01005185.1||m.8505 gi|671206414|gb|GBGH01005185.1||g.8505  ,phyd17303,_,2,-,-,-,N,-,212,-,-
gi|671206415|gb|GBGH01005184.1||m.8500 gi|671206415|gb|GBGH01005184.1||g.8500  ,phyd17304,_,1,-,-,-,N,-,794,-,-
gi|671206416|gb|GBGH01005183.1||m.8497 gi|671206416|gb|GBGH01005183.1||g.8497  ,phyd17305,_,2,-,-,-,N,-,153,-,-
gi|671206417|gb|GBGH01005182.1||m.8495 gi|671206417|gb|GBGH01005182.1||g.8495  ,phyd17306,_,2,-,-,-,N,-,226,-,-
gi|671206418|gb|GBGH01005181.1||m.8494 gi|671206418|gb|GBGH01005181.1||g.8494  ,phyd17307,_,1,-,-,-,N,-,101,-,-
gi|671206419|gb|GBGH01005180.1||m.8493 gi|671206419|gb|GBGH01005180.1||g.8493  ,phyd17308,_,1,-,-,-,N,-,101,-,-
gi|671206420|gb|GBGH01005179.1||m.8492 gi|671206420|gb|GBGH01005179.1||g.8492  ,phyd17309,_,2,-,-,-,N,-,112,-,-
gi|671206421|gb|GBGH01005178.1||m.8491 gi|671206421|gb|GBGH01005178.1||g.8491  ,phyd17310,_,2,-,-,-,N,-,148,-,-
gi|671206422|gb|GBGH01005177.1||m.8490 gi|671206422|gb|GBGH01005177.1||g.8490  ,phyd17311,_,1,-,-,-,N,-,245,-,-
gi|671206423|gb|GBGH01005176.1||m.8489 gi|671206423|gb|GBGH01005176.1||g.8489  ,phyd17312,S,5,-,-,-,N,-,446,-,-
gi|671206424|gb|GBGH01005175.1||m.8488 gi|671206424|gb|GBGH01005175.1||g.8488  ,phyd17313,S,5,-,-,-,N,-,446,-,-
gi|671206425|gb|GBGH01005174.1||m.8486 gi|671206425|gb|GBGH01005174.1||g.8486  ,phyd17314,_,5,-,-,-,N,-,388,-,-
gi|671206426|gb|GBGH01005173.1||m.8484 gi|671206426|gb|GBGH01005173.1||g.8484  ,phyd17315,_,5,-,-,-,N,-,388,-,-
gi|671206427|gb|GBGH01005172.1||m.8482 gi|671206427|gb|GBGH01005172.1||g.8482  ,phyd17316,_,1,-,-,-,N,-,680,-,-
gi|671206428|gb|GBGH01005171.1||m.8480 gi|671206428|gb|GBGH01005171.1||g.8480  ,phyd17317,_,1,-,-,-,N,-,679,-,-
gi|671206429|gb|GBGH01005170.1||m.8477 gi|671206429|gb|GBGH01005170.1||g.8477  ,phyd17318,M,4,-,-,-,N,-,618,-,-
gi|671206430|gb|GBGH01005169.1||m.8474 gi|671206430|gb|GBGH01005169.1||g.8474  ,phyd17319,_,1,-,-,-,N,-,564,-,-
gi|671206431|gb|GBGH01005168.1||m.8469 gi|671206431|gb|GBGH01005168.1||g.8469  ,phyd17320,_,2,-,-,-,N,-,873,-,-
gi|671206432|gb|GBGH01005167.1||m.8467 gi|671206432|gb|GBGH01005167.1||g.8467  ,phyd17321,M,2,-,-,-,Y,-,304,-,-
gi|671206432|gb|GBGH01005167.1||m.8466 gi|671206432|gb|GBGH01005167.1||g.8466  ,phyd17322,_,4,-,-,-,N,-,309,-,-
gi|671206433|gb|GBGH01005166.1||m.8464 gi|671206433|gb|GBGH01005166.1||g.8464  ,phyd17323,_,4,-,-,-,N,-,251,-,-
gi|671206434|gb|GBGH01005165.1||m.8463 gi|671206434|gb|GBGH01005165.1||g.8463  ,phyd17324,_,1,-,-,-,N,-,164,-,-
gi|671206434|gb|GBGH01005165.1||m.8461 gi|671206434|gb|GBGH01005165.1||g.8461  ,phyd17325,_,4,-,-,-,N,-,293,-,-
gi|671206435|gb|GBGH01005164.1||m.8460 gi|671206435|gb|GBGH01005164.1||g.8460  ,phyd17326,_,1,-,-,-,N,-,395,-,-
gi|671206436|gb|GBGH01005163.1||m.8459 gi|671206436|gb|GBGH01005163.1||g.8459  ,phyd17327,_,1,-,-,-,N,-,379,-,-
gi|671206437|gb|GBGH01005162.1||m.8457 gi|671206437|gb|GBGH01005162.1||g.8457  ,phyd17328,S,1,-,-,-,N,-,548,-,-
gi|671206438|gb|GBGH01005161.1||m.8455 gi|671206438|gb|GBGH01005161.1||g.8455  ,phyd17329,S,1,-,-,-,N,-,486,-,-
gi|671206439|gb|GBGH01005160.1||m.8453 gi|671206439|gb|GBGH01005160.1||g.8453  ,phyd17330,_,1,-,-,-,N,-,238,-,-
gi|671206439|gb|GBGH01005160.1||m.8452 gi|671206439|gb|GBGH01005160.1||g.8452  ,phyd17331,S,1,-,-,-,N,-,279,-,-
gi|671206440|gb|GBGH01005159.1||m.8451 gi|671206440|gb|GBGH01005159.1||g.8451  ,phyd17332,_,2,-,-,-,N,-,176,-,-
gi|671206441|gb|GBGH01005158.1||m.8450 gi|671206441|gb|GBGH01005158.1||g.8450  ,phyd17333,_,4,-,-,-,N,-,275,-,-
gi|671206442|gb|GBGH01005157.1||m.8448 gi|671206442|gb|GBGH01005157.1||g.8448  ,phyd17334,_,3,-,-,-,N,-,106,-,-
gi|671206443|gb|GBGH01005156.1||m.8446 gi|671206443|gb|GBGH01005156.1||g.8446  ,phyd17335,_,2,-,-,-,N,-,164,-,-
gi|671206444|gb|GBGH01005155.1||m.8444 gi|671206444|gb|GBGH01005155.1||g.8444  ,phyd17336,M,3,hsap1767,mmus1387,scer819,Y,MRPL28,168,Mrpl28,MRPL24
gi|671206445|gb|GBGH01005154.1||m.8443 gi|671206445|gb|GBGH01005154.1||g.8443  ,phyd17337,S,4,-,-,-,N,-,219,-,-
gi|671206446|gb|GBGH01005153.1||m.8442 gi|671206446|gb|GBGH01005153.1||g.8442  ,phyd17338,S,4,-,-,-,N,-,174,-,-
gi|671206447|gb|GBGH01005152.1||m.8441 gi|671206447|gb|GBGH01005152.1||g.8441  ,phyd17339,M,4,-,-,-,N,-,218,-,-
gi|671206448|gb|GBGH01005151.1||m.8436 gi|671206448|gb|GBGH01005151.1||g.8436  ,phyd17340,S,2,-,-,-,N,-,868,-,-
gi|671206449|gb|GBGH01005150.1||m.8434 gi|671206449|gb|GBGH01005150.1||g.8434  ,phyd17341,_,2,-,-,-,N,-,691,-,-
gi|671206450|gb|GBGH01005149.1||m.8432 gi|671206450|gb|GBGH01005149.1||g.8432  ,phyd17342,_,2,-,-,-,N,-,670,-,-
gi|671206451|gb|GBGH01005148.1||m.8430 gi|671206451|gb|GBGH01005148.1||g.8430  ,phyd17343,_,5,hsap685,-,-,Y,AGXT2,501,-,-
gi|671206452|gb|GBGH01005147.1||m.8427 gi|671206452|gb|GBGH01005147.1||g.8427  ,phyd17344,_,4,-,-,-,N,-,627,-,-
gi|671206453|gb|GBGH01005146.1||m.8425 gi|671206453|gb|GBGH01005146.1||g.8425  ,phyd17345,_,4,-,-,-,N,-,204,-,-
gi|671206455|gb|GBGH01005144.1||m.8421 gi|671206455|gb|GBGH01005144.1||g.8421  ,phyd17346,M,5,-,-,-,N,-,234,-,-
gi|671206456|gb|GBGH01005143.1||m.8418 gi|671206456|gb|GBGH01005143.1||g.8418  ,phyd17347,_,5,-,-,-,N,-,458,-,-
gi|671206457|gb|GBGH01005142.1||m.8414 gi|671206457|gb|GBGH01005142.1||g.8414  ,phyd17348,_,5,-,-,-,N,-,549,-,-
gi|671206458|gb|GBGH01005141.1||m.8409 gi|671206458|gb|GBGH01005141.1||g.8409  ,phyd17349,_,3,-,-,-,N,-,1594,-,-
gi|671206459|gb|GBGH01005140.1||m.8403 gi|671206459|gb|GBGH01005140.1||g.8403  ,phyd17350,_,3,-,-,-,N,-,1636,-,-
gi|671206460|gb|GBGH01005139.1||m.8401 gi|671206460|gb|GBGH01005139.1||g.8401  ,phyd17351,_,3,-,-,-,N,-,223,-,-
gi|671206460|gb|GBGH01005139.1||m.8402 gi|671206460|gb|GBGH01005139.1||g.8402  ,phyd17352,_,3,-,-,-,N,-,104,-,-
gi|671206461|gb|GBGH01005138.1||m.8399 gi|671206461|gb|GBGH01005138.1||g.8399  ,phyd17353,M,4,-,-,-,N,-,440,-,-
gi|671206462|gb|GBGH01005137.1||m.8397 gi|671206462|gb|GBGH01005137.1||g.8397  ,phyd17354,S,1,-,-,-,N,-,319,-,-
gi|671206463|gb|GBGH01005136.1||m.8396 gi|671206463|gb|GBGH01005136.1||g.8396  ,phyd17355,S,2,-,-,-,N,-,474,-,-
gi|671206464|gb|GBGH01005135.1||m.8395 gi|671206464|gb|GBGH01005135.1||g.8395  ,phyd17356,S,2,-,-,-,N,-,474,-,-
gi|671206465|gb|GBGH01005134.1||m.8394 gi|671206465|gb|GBGH01005134.1||g.8394  ,phyd17357,S,2,-,-,-,N,-,398,-,-
gi|671206466|gb|GBGH01005133.1||m.8392 gi|671206466|gb|GBGH01005133.1||g.8392  ,phyd17358,_,3,-,-,-,N,-,532,-,-
gi|671206467|gb|GBGH01005132.1||m.8391 gi|671206467|gb|GBGH01005132.1||g.8391  ,phyd17359,_,2,-,-,-,N,-,131,-,-
gi|671206468|gb|GBGH01005131.1||m.8390 gi|671206468|gb|GBGH01005131.1||g.8390  ,phyd17360,_,5,-,-,-,N,-,198,-,-
gi|671206469|gb|GBGH01005130.1||m.8389 gi|671206469|gb|GBGH01005130.1||g.8389  ,phyd17361,_,5,-,-,-,N,-,113,-,-
gi|671206469|gb|GBGH01005130.1||m.8388 gi|671206469|gb|GBGH01005130.1||g.8388  ,phyd17362,_,3,-,-,-,N,-,188,-,-
gi|671206470|gb|GBGH01005129.1||m.8387 gi|671206470|gb|GBGH01005129.1||g.8387  ,phyd17363,_,5,-,-,-,N,-,113,-,-
gi|671206470|gb|GBGH01005129.1||m.8386 gi|671206470|gb|GBGH01005129.1||g.8386  ,phyd17364,_,5,-,-,-,N,-,286,-,-
gi|671206471|gb|GBGH01005128.1||m.8384 gi|671206471|gb|GBGH01005128.1||g.8384  ,phyd17365,S,1,-,-,-,N,-,452,-,-
gi|671206472|gb|GBGH01005127.1||m.8383 gi|671206472|gb|GBGH01005127.1||g.8383  ,phyd17366,S,1,-,-,-,N,-,317,-,-
gi|671206473|gb|GBGH01005126.1||m.8382 gi|671206473|gb|GBGH01005126.1||g.8382  ,phyd17367,S,1,-,-,-,N,-,317,-,-
gi|671206474|gb|GBGH01005125.1||m.8381 gi|671206474|gb|GBGH01005125.1||g.8381  ,phyd17368,_,3,-,-,-,N,-,195,-,-
gi|671206475|gb|GBGH01005124.1||m.8378 gi|671206475|gb|GBGH01005124.1||g.8378  ,phyd17369,S,2,-,-,-,N,-,675,-,-
gi|671206476|gb|GBGH01005123.1||m.8377 gi|671206476|gb|GBGH01005123.1||g.8377  ,phyd17370,S,4,-,-,-,N,-,265,-,-
gi|671206477|gb|GBGH01005122.1||m.8376 gi|671206477|gb|GBGH01005122.1||g.8376  ,phyd17371,_,2,-,-,-,N,-,217,-,-
gi|671206478|gb|GBGH01005121.1||m.8374 gi|671206478|gb|GBGH01005121.1||g.8374  ,phyd17372,_,2,-,-,-,N,-,382,-,-
gi|671206479|gb|GBGH01005120.1||m.8372 gi|671206479|gb|GBGH01005120.1||g.8372  ,phyd17373,_,3,-,-,-,N,-,313,-,-
gi|671206480|gb|GBGH01005119.1||m.8370 gi|671206480|gb|GBGH01005119.1||g.8370  ,phyd17374,_,3,-,-,-,N,-,239,-,-
gi|671206481|gb|GBGH01005118.1||m.8368 gi|671206481|gb|GBGH01005118.1||g.8368  ,phyd17375,_,2,-,-,-,N,-,300,-,-
gi|671206482|gb|GBGH01005117.1||m.8366 gi|671206482|gb|GBGH01005117.1||g.8366  ,phyd17376,_,3,-,-,-,N,-,287,-,-
gi|671206484|gb|GBGH01005115.1||m.8362 gi|671206484|gb|GBGH01005115.1||g.8362  ,phyd17377,_,2,-,-,-,N,-,273,-,-
gi|671206485|gb|GBGH01005114.1||m.8359 gi|671206485|gb|GBGH01005114.1||g.8359  ,phyd17378,S,1,-,-,-,N,-,798,-,-
gi|671206486|gb|GBGH01005113.1||m.8356 gi|671206486|gb|GBGH01005113.1||g.8356  ,phyd17379,_,2,-,-,-,N,-,776,-,-
gi|671206487|gb|GBGH01005112.1||m.8355 gi|671206487|gb|GBGH01005112.1||g.8355  ,phyd17380,_,4,-,-,-,N,-,588,-,-
gi|671206488|gb|GBGH01005111.1||m.8354 gi|671206488|gb|GBGH01005111.1||g.8354  ,phyd17381,_,4,-,-,-,N,-,500,-,-
gi|671206489|gb|GBGH01005110.1||m.8352 gi|671206489|gb|GBGH01005110.1||g.8352  ,phyd17382,_,4,-,-,-,N,-,361,-,-
gi|671206489|gb|GBGH01005110.1||m.8353 gi|671206489|gb|GBGH01005110.1||g.8353  ,phyd17383,S,3,-,-,-,N,-,103,-,-
gi|671206490|gb|GBGH01005109.1||m.8351 gi|671206490|gb|GBGH01005109.1||g.8351  ,phyd17384,_,2,-,-,-,N,-,106,-,-
gi|671206491|gb|GBGH01005108.1||m.8350 gi|671206491|gb|GBGH01005108.1||g.8350  ,phyd17385,S,2,-,-,-,N,-,149,-,-
gi|671206492|gb|GBGH01005107.1||m.8348 gi|671206492|gb|GBGH01005107.1||g.8348  ,phyd17386,M,3,-,-,-,Y,-,184,-,-
gi|671206494|gb|GBGH01005105.1||m.8347 gi|671206494|gb|GBGH01005105.1||g.8347  ,phyd17387,_,2,-,-,-,N,-,687,-,-
gi|671206495|gb|GBGH01005104.1||m.8346 gi|671206495|gb|GBGH01005104.1||g.8346  ,phyd17388,_,1,-,-,-,N,-,371,-,-
gi|671206499|gb|GBGH01005100.1||m.8342 gi|671206499|gb|GBGH01005100.1||g.8342  ,phyd17389,S,2,hsap1992,mmus1078,-,Y,P4HB,500,P4hb,-
gi|671206500|gb|GBGH01005099.1||m.8336 gi|671206500|gb|GBGH01005099.1||g.8336  ,phyd17390,_,3,-,-,-,N,-,1636,-,-
gi|671206501|gb|GBGH01005098.1||m.8331 gi|671206501|gb|GBGH01005098.1||g.8331  ,phyd17391,_,3,-,-,-,N,-,1594,-,-
gi|671206502|gb|GBGH01005097.1||m.8330 gi|671206502|gb|GBGH01005097.1||g.8330  ,phyd17392,_,5,-,-,-,N,-,115,-,-
gi|671206503|gb|GBGH01005096.1||m.8328 gi|671206503|gb|GBGH01005096.1||g.8328  ,phyd17393,_,2,-,-,-,N,-,870,-,-
gi|671206505|gb|GBGH01005094.1||m.8327 gi|671206505|gb|GBGH01005094.1||g.8327  ,phyd17394,_,1,-,-,-,N,-,494,-,-
gi|671206506|gb|GBGH01005093.1||m.8326 gi|671206506|gb|GBGH01005093.1||g.8326  ,phyd17395,_,5,-,-,-,N,-,195,-,-
gi|671206507|gb|GBGH01005092.1||m.8324 gi|671206507|gb|GBGH01005092.1||g.8324  ,phyd17396,_,1,-,-,-,N,-,152,-,-
gi|671206508|gb|GBGH01005091.1||m.8322 gi|671206508|gb|GBGH01005091.1||g.8322  ,phyd17397,_,2,-,-,-,N,-,233,-,-
gi|671206509|gb|GBGH01005090.1||m.8319 gi|671206509|gb|GBGH01005090.1||g.8319  ,phyd17398,S,1,-,-,-,N,-,602,-,-
gi|671206510|gb|GBGH01005089.1||m.8316 gi|671206510|gb|GBGH01005089.1||g.8316  ,phyd17399,_,2,-,-,-,N,-,657,-,-
gi|671206511|gb|GBGH01005088.1||m.8313 gi|671206511|gb|GBGH01005088.1||g.8313  ,phyd17400,_,2,-,-,-,N,-,645,-,-
gi|671206512|gb|GBGH01005087.1||m.8310 gi|671206512|gb|GBGH01005087.1||g.8310  ,phyd17401,_,2,-,-,-,N,-,667,-,-
gi|671206513|gb|GBGH01005086.1||m.8309 gi|671206513|gb|GBGH01005086.1||g.8309  ,phyd17402,M,4,-,-,-,N,-,276,-,-
gi|671206514|gb|GBGH01005085.1||m.8308 gi|671206514|gb|GBGH01005085.1||g.8308  ,phyd17403,M,4,-,-,-,N,-,276,-,-
gi|671206515|gb|GBGH01005084.1||m.8307 gi|671206515|gb|GBGH01005084.1||g.8307  ,phyd17404,M,4,-,-,-,N,-,258,-,-
gi|671206516|gb|GBGH01005083.1||m.8306 gi|671206516|gb|GBGH01005083.1||g.8306  ,phyd17405,_,5,-,mmus422,-,Y,-,496,Lap3,-
gi|671206519|gb|GBGH01005080.1||m.8305 gi|671206519|gb|GBGH01005080.1||g.8305  ,phyd17406,_,3,-,-,-,N,-,109,-,-
gi|671206520|gb|GBGH01005079.1||m.8302 gi|671206520|gb|GBGH01005079.1||g.8302  ,phyd17407,_,5,-,-,-,N,-,474,-,-
gi|671206521|gb|GBGH01005078.1||m.8299 gi|671206521|gb|GBGH01005078.1||g.8299  ,phyd17408,_,5,-,-,-,N,-,460,-,-
gi|671206522|gb|GBGH01005077.1||m.8297 gi|671206522|gb|GBGH01005077.1||g.8297  ,phyd17409,S,4,hsap2284,mmus1289,scer489,Y,CYB5R3,304,Cyb5r3,CBR1
gi|671206523|gb|GBGH01005076.1||m.8296 gi|671206523|gb|GBGH01005076.1||g.8296  ,phyd17410,_,2,-,-,-,N,-,1207,-,-
gi|671206524|gb|GBGH01005075.1||m.8295 gi|671206524|gb|GBGH01005075.1||g.8295  ,phyd17411,_,2,-,-,-,N,-,1312,-,-
gi|671206525|gb|GBGH01005074.1||m.8294 gi|671206525|gb|GBGH01005074.1||g.8294  ,phyd17412,_,4,-,-,-,N,-,209,-,-
gi|671206526|gb|GBGH01005073.1||m.8292 gi|671206526|gb|GBGH01005073.1||g.8292  ,phyd17413,_,3,-,-,-,N,-,848,-,-
gi|671206527|gb|GBGH01005072.1||m.8290 gi|671206527|gb|GBGH01005072.1||g.8290  ,phyd17414,_,4,-,-,-,N,-,623,-,-
gi|671206528|gb|GBGH01005071.1||m.8288 gi|671206528|gb|GBGH01005071.1||g.8288  ,phyd17415,_,5,-,-,-,N,-,622,-,-
gi|671206530|gb|GBGH01005069.1||m.8287 gi|671206530|gb|GBGH01005069.1||g.8287  ,phyd17416,M,5,-,-,-,N,-,138,-,-
gi|671206532|gb|GBGH01005067.1||m.8284 gi|671206532|gb|GBGH01005067.1||g.8284  ,phyd17417,_,2,-,-,-,N,-,192,-,-
gi|671206532|gb|GBGH01005067.1||m.8283 gi|671206532|gb|GBGH01005067.1||g.8283  ,phyd17418,_,2,-,-,-,N,-,1092,-,-
gi|671206533|gb|GBGH01005066.1||m.8278 gi|671206533|gb|GBGH01005066.1||g.8278  ,phyd17419,_,2,-,-,-,N,-,736,-,-
gi|671206533|gb|GBGH01005066.1||m.8282 gi|671206533|gb|GBGH01005066.1||g.8282  ,phyd17420,_,1,-,-,-,N,-,100,-,-
gi|671206533|gb|GBGH01005066.1||m.8279 gi|671206533|gb|GBGH01005066.1||g.8279  ,phyd17421,_,1,-,-,-,N,-,379,-,-
gi|671206533|gb|GBGH01005066.1||m.8280 gi|671206533|gb|GBGH01005066.1||g.8280  ,phyd17422,_,2,-,-,-,N,-,192,-,-
gi|671206534|gb|GBGH01005065.1||m.8276 gi|671206534|gb|GBGH01005065.1||g.8276  ,phyd17423,S,1,-,-,-,N,-,433,-,-
gi|671206535|gb|GBGH01005064.1||m.8275 gi|671206535|gb|GBGH01005064.1||g.8275  ,phyd17424,_,1,-,-,-,N,-,312,-,-
gi|671206536|gb|GBGH01005063.1||m.8272 gi|671206536|gb|GBGH01005063.1||g.8272  ,phyd17425,M,1,hsap246,mmus415,-,Y,HADHB,450,Hadhb,-
gi|671206537|gb|GBGH01005062.1||m.8270 gi|671206537|gb|GBGH01005062.1||g.8270  ,phyd17426,M,2,-,-,-,Y,-,120,-,-
gi|671206537|gb|GBGH01005062.1||m.8268 gi|671206537|gb|GBGH01005062.1||g.8268  ,phyd17427,M,5,hsap307,mmus1419,-,Y,SLC30A6,452,Slc30a6,-
gi|671206538|gb|GBGH01005061.1||m.8267 gi|671206538|gb|GBGH01005061.1||g.8267  ,phyd17428,_,4,-,-,-,N,-,595,-,-
gi|671206539|gb|GBGH01005060.1||m.8266 gi|671206539|gb|GBGH01005060.1||g.8266  ,phyd17429,_,3,-,-,-,N,-,560,-,-
gi|671206540|gb|GBGH01005059.1||m.8262 gi|671206540|gb|GBGH01005059.1||g.8262  ,phyd17430,_,2,-,-,-,N,-,1144,-,-
gi|671206541|gb|GBGH01005058.1||m.8261 gi|671206541|gb|GBGH01005058.1||g.8261  ,phyd17431,_,1,-,-,-,N,-,292,-,-
gi|671206542|gb|GBGH01005057.1||m.8260 gi|671206542|gb|GBGH01005057.1||g.8260  ,phyd17432,_,2,-,-,-,N,-,283,-,-
gi|671206543|gb|GBGH01005056.1||m.8258 gi|671206543|gb|GBGH01005056.1||g.8258  ,phyd17433,S,2,-,-,-,N,-,1759,-,-
gi|671206544|gb|GBGH01005055.1||m.8256 gi|671206544|gb|GBGH01005055.1||g.8256  ,phyd17434,S,2,-,-,-,N,-,1751,-,-
gi|671206545|gb|GBGH01005054.1||m.8255 gi|671206545|gb|GBGH01005054.1||g.8255  ,phyd17435,_,1,-,-,-,N,-,259,-,-
gi|671206546|gb|GBGH01005053.1||m.8254 gi|671206546|gb|GBGH01005053.1||g.8254  ,phyd17436,_,1,-,-,-,N,-,243,-,-
gi|671206547|gb|GBGH01005052.1||m.8253 gi|671206547|gb|GBGH01005052.1||g.8253  ,phyd17437,_,4,-,-,-,N,-,211,-,-
gi|671206548|gb|GBGH01005051.1||m.8252 gi|671206548|gb|GBGH01005051.1||g.8252  ,phyd17438,_,4,-,-,-,N,-,144,-,-
gi|671206549|gb|GBGH01005050.1||m.8250 gi|671206549|gb|GBGH01005050.1||g.8250  ,phyd17439,_,4,-,-,-,N,-,323,-,-
gi|671206550|gb|GBGH01005049.1||m.8249 gi|671206550|gb|GBGH01005049.1||g.8249  ,phyd17440,M,4,-,-,-,N,-,481,-,-
gi|671206551|gb|GBGH01005048.1||m.8248 gi|671206551|gb|GBGH01005048.1||g.8248  ,phyd17441,_,2,-,-,-,N,-,143,-,-
